zone,season,day,year,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t3,t4,t5,t6,t7,t8,t9
Burundi,Q2,d3,2036,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627
Burundi,Q2,d3,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q2,d3,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q2,d3,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q2,d3,2044,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546
Burundi,Q2,d3,2046,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874
Burundi,Q2,d3,2048,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379
Burundi,Q2,d3,2050,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43
Burundi,Q2,d4,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q2,d4,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d4,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d4,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d4,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q2,d4,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,234.801,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q2,d4,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q2,d4,2034,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536
Burundi,Q2,d4,2036,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627
Burundi,Q2,d4,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q2,d4,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q2,d4,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q2,d4,2044,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546
Burundi,Q2,d4,2046,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874
Burundi,Q2,d4,2048,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379
Burundi,Q2,d4,2050,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,124.127,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43
Burundi,Q2,d5,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q2,d5,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d5,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d5,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q2,d5,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q2,d5,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,234.801,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q2,d5,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q2,d5,2034,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536,40.1536
Burundi,Q2,d5,2036,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627,43.6627
Burundi,Q2,d5,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q2,d5,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q2,d5,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q2,d5,2044,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546,45.1546
Burundi,Q2,d5,2046,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874,44.8874
Burundi,Q2,d5,2048,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379,83.7379
Burundi,Q2,d5,2050,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,124.127,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43
Burundi,Q3,d1,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q3,d1,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d1,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d1,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d1,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q3,d1,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,234.801,234.801,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q3,d1,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q3,d1,2034,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087
Burundi,Q3,d1,2036,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809
Burundi,Q3,d1,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q3,d1,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q3,d1,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q3,d1,2044,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Burundi,Q3,d1,2046,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241
Burundi,Q3,d1,2048,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,126.554,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291
Burundi,Q3,d1,2050,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,47.9768,124.127,124.127,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708
Burundi,Q3,d2,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q3,d2,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d2,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d2,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d2,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q3,d2,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,234.801,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q3,d2,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q3,d2,2034,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087
Burundi,Q3,d2,2036,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809
Burundi,Q3,d2,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q3,d2,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q3,d2,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q3,d2,2044,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Burundi,Q3,d2,2046,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241
Burundi,Q3,d2,2048,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,126.554,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291
Burundi,Q3,d2,2050,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,124.127,47.9768,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708
Burundi,Q3,d3,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q3,d3,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d3,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d3,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d3,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q3,d3,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q3,d3,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q3,d3,2034,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087
Burundi,Q3,d3,2036,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809
Burundi,Q3,d3,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q3,d3,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q3,d3,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q3,d3,2044,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Burundi,Q3,d3,2046,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241
Burundi,Q3,d3,2048,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291
Burundi,Q3,d3,2050,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708
Burundi,Q3,d4,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q3,d4,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d4,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d4,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d4,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q3,d4,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q3,d4,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q3,d4,2034,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087
Burundi,Q3,d4,2036,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809
Burundi,Q3,d4,2038,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439,46.0439
Burundi,Q3,d4,2040,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069,45.7069
Burundi,Q3,d4,2042,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308,45.4308
Burundi,Q3,d4,2044,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Burundi,Q3,d4,2046,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241,33.4241
Burundi,Q3,d4,2048,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291,44.6291
Burundi,Q3,d4,2050,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,47.9768,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708,44.3708
Burundi,Q3,d5,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q3,d5,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d5,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d5,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q3,d5,2028,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758,147.758
Burundi,Q3,d5,2030,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375,147.375
Burundi,Q3,d5,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q3,d5,2034,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087,46.9087
Burundi,Q3,d5,2036,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809,46.3809
