gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Tech Valid
Mumias (Biomass),Kenya,BiomassPlant,Biomass,2016.0,2046.0,26.0,1.0,0.0,12.5,0.0,0.0,0.0,1e-10,100000.0,2.5,5.0,1.5,30.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Olkaria I ,Kenya,Geothermal,Geothermal,1981.0,2045.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Olkaria I units 4 & 5,Kenya,Geothermal,Geothermal,2015.0,2045.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Olkaria II,Kenya,Geothermal,Geothermal,2003.0,2033.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Olkaria IV,Kenya,Geothermal,Geothermal,2014.0,2044.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Olkaria Mobile Wellheads + Eburru,Kenya,Geothermal,Geothermal,2016.0,2046.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Olkaria V ,Kenya,Geothermal,Geothermal,2022.0,2052.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,71450.0,10.0,5.0,2.1,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Orpower 4 (I),Kenya,Geothermal,Geothermal,2000.0,2030.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,164000.0,27.0,5.0,4.17,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Orpower 4 (II),Kenya,Geothermal,Geothermal,2009.0,2039.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,335000.0,27.0,5.0,4.29,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Orpower 4 (III),Kenya,Geothermal,Geothermal,2014.0,2044.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,335000.0,27.0,5.0,4.29,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Orpower 4 (IV),Kenya,Geothermal,Geothermal,2015.0,2045.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,335000.0,27.0,5.0,3.12,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Tsavo,Kenya,OCGT,HFO,2001.0,2031.0,74.0,1.0,0.0,9.07,0.0,0.0,0.0,0.1,31500.0,8.7,5.0,0.07,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Gulf Energy ,Kenya,ICE,HFO,2014.0,2044.0,80.0,1.0,0.0,8.28,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.6,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Iberafrica I &II,Kenya,ICE,HFO,1997.0,2030.0,127.0,1.0,0.0,9.32,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.6,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Kipevu I Diesel,Kenya,ICE,HFO,1999.0,2045.0,60.0,1.0,0.0,8.9,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.6,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Kipevu III Diesel,Kenya,ICE,HFO,2011.0,2045.0,115.0,1.0,0.0,8.68,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.42,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Muhoroni,Kenya,ICE,HFO,2016.0,2046.0,56.0,1.0,0.0,11.49,0.0,0.0,0.0,0.05,21000.0,13.0,5.0,1.24,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Rabai Power,Kenya,ICE,HFO,2009.0,2045.0,90.0,1.0,0.0,8.16,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.8,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Thika Power,Kenya,ICE,HFO,2013.0,2045.0,87.0,1.0,0.0,8.24,0.0,0.0,0.0,0.05,31500.0,8.8,5.0,1.8,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Triumph Diesel,Kenya,ICE,HFO,2015.0,2045.0,83.0,1.0,0.0,8.32,0.0,0.0,0.0,0.05,30000.0,8.8,5.0,1.8,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Alten Kesses 1 Kenya Ltd,Kenya,PV,Solar,2024.0,2049.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,1.5,25.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
Eldosol-Cedate,Kenya,PV,Solar,2022.0,2052.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,1.5,25.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
Malindi Solar- Vateki,Kenya,PV,Solar,2022.0,2052.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,1.5,25.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
REA Garissa Solar,Kenya,PV,Solar,2019.0,2045.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,1.5,25.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
ExistingSmallHydro,Kenya,ROR,Water,2020.0,2045.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27000.0,0.5,5.0,3.28,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Gitaru,Kenya,ROR,Water,1978.0,2051.0,216.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,0.34,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Kamburu,Kenya,ROR,Water,1974.0,2040.0,90.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,True
Kiambere,Kenya,ROR,Water,1988.0,2045.0,164.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Kindaruma,Kenya,ROR,Water,1968.0,2045.0,71.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.45,50.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Masinga,Kenya,ROR,Water,1981.0,2045.0,40.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Sangoro,Kenya,ROR,Water,2012.0,2045.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.05,0.0,0.0,True
Sondu,Kenya,ROR,Water,2008.0,2045.0,60.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Tana,Kenya,ROR,Water,1955.0,2045.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Turkwel,Kenya,ROR,Water,1991.0,2045.0,105.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,27400.0,0.5,5.0,3.43,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Kipeto Wind - I,Kenya,OnshoreWind,Wind,2021.0,2056.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1e-10,30000.0,0.0,0.0,1.9,30.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
Lake Turkana Wind Power,Kenya,OnshoreWind,Wind,2019.0,2045.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,1e-10,30000.0,0.0,0.0,1.9,30.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
Ngong Hills Wind,Kenya,OnshoreWind,Wind,2016.0,2045.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1e-10,30000.0,0.0,0.0,1.9,30.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,True
CC_CM_GAS_ALC_20_LIB,Libya,CCGT,Gas,2027.0,2057.0,250.0,2.0,0.15,6.7,1.0,1.0,0.0,0.2,8370.0,2.24,5.0,0.9,30.0,250.0,250.0,0.0,,0.0,0.05,0.0,0.0,True
GT_CM_GAS_ALC_22_LIB,Libya,OCGT,Gas,2027.0,2057.0,2910.0,2.0,0.0,9.75,1.0,1.0,0.0,0.2,8100.0,4.05,5.0,0.8,30.0,2910.0,2910.0,0.0,,0.0,0.05,0.0,0.0,True
PV_CM_SPV_…_19_LIB,Libya,PV,Solar,2019.0,2044.0,15.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10000.0,0.0,0.0,0.8,25.0,15.0,15.0,0.0,,0.0,0.05,1.0,0.0,True
ST_CM_GAS_ALC_25_LIB,Libya,ST,Gas,2027.0,2057.0,2800.0,2.0,0.0,9.42,1.0,1.0,0.0,0.2,32100.0,4.61,5.0,2.0,30.0,2800.0,2800.0,0.0,,0.0,0.0,0.0,0.0,True
WI_CM_WND_…_18_LIB,Libya,OnshoreWind,Wind,2018.0,2048.0,28.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,31000.0,0.0,0.0,1.3,30.0,27.7,27.7,0.0,,0.0,0.0,1.0,0.0,True
CC_EX_GAS_ALC_07_LIB,Libya,CCGT,Gas,2007.0,2037.0,1215.0,1.0,0.15,6.9,1.0,1.0,0.0,0.2,11000.0,6.7,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
CC_EX_GAS_ALC_10_LIB,Libya,CCGT,Gas,2010.0,2040.0,710.0,1.0,0.15,6.7,1.0,1.0,0.0,0.2,11000.0,6.7,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
CC_EX_GAS_ALC_11_LIB,Libya,CCGT,Gas,2010.0,2040.0,920.0,1.0,0.15,6.7,1.0,1.0,0.0,0.2,11000.0,6.7,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
CC_EX_GAS_ALC_15_LIB,Libya,CCGT,Gas,2015.0,2045.0,410.0,1.0,0.15,6.7,1.0,1.0,0.0,0.2,11000.0,6.7,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
CC_EX_GAS_ALC_95_LIB,Libya,CCGT,Gas,1995.0,2025.0,740.0,1.0,0.15,6.84,1.0,1.0,0.0,0.2,14000.0,10.2,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_10_LIB,Libya,OCGT,Gas,2010.0,2040.0,1370.0,1.0,0.0,7.64,1.0,1.0,0.0,0.2,11000.0,6.7,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_15_LIB,Libya,OCGT,Gas,2016.0,2046.0,231.0,1.0,0.0,9.75,1.0,1.0,0.0,0.2,7300.0,10.69,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_16_LIB,Libya,OCGT,Gas,2016.0,2046.0,1512.0,1.0,0.0,10.8,1.0,1.0,0.0,0.2,6980.0,6.9,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_17_LIB,Libya,OCGT,Gas,2017.0,2047.0,736.0,1.0,0.0,9.75,1.0,1.0,0.0,0.2,7300.0,10.69,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_82_LIB,Libya,OCGT,Gas,1982.0,2012.0,244.0,1.0,0.0,8.57,1.0,1.0,0.0,0.2,17000.0,2.22,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
GT_EX_GAS_ALC_94_LIB,Libya,OCGT,Gas,1994.0,2024.0,545.0,1.0,0.0,8.57,1.0,1.0,0.0,0.2,17000.0,2.22,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
ST_EX_GAS_ALC_85_LIB,Libya,ST,Gas,1985.0,2015.0,625.0,1.0,0.0,12.67,1.0,1.0,0.0,0.2,5175.0,1.97,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
ST_EX_GAS_ALC_92_LIB,Libya,ST,Gas,1992.0,2022.0,565.0,1.0,0.0,14.27,1.0,1.0,0.0,0.2,1010.0,2.0,5.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Generic_CT_MDU,Mogadishu,OCGT,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.61,0.0,0.0,0.0,0.0,17280.0,3.5,5.0,0.64,30.0,131.0,10000.0,0.0,,0.0,0.0,0.0,0.0,True
Generic_Diesel_MDU,Mogadishu,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,7.34,0.0,0.0,0.0,0.0,13200.0,3.5,5.0,1.2,30.0,131.0,10000.0,0.0,,0.0,0.0,0.0,0.0,True
Generic_PV_MDU,Mogadishu,PV,Solar,2027.0,2052.0,66969.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.97,25.0,1000.0,66969.0,0.0,,0.0,0.0,1.0,0.0,True
Generic_Wind_MDU,Mogadishu,OnshoreWind,Wind,2027.0,2057.0,61790.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0,1.49,30.0,1000.0,61789.75,0.0,,0.0,0.0,1.0,0.0,True
Adado Electric Supply,Mogadishu,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
BECO_MDU,Mogadishu,ICE,Diesel,2010.0,2023.0,4.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Being Googe Porcrer Supply,Mogadishu,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Blue Sky,Mogadishu,ICE,Diesel,2010.0,2023.0,3.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
DAYAH,Mogadishu,ICE,Diesel,2010.0,2023.0,2.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Elays Electric Company,Mogadishu,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
Hilaac Electric Company,Mogadishu,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
KAAH,Mogadishu,ICE,Diesel,2010.0,2023.0,0.4,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.06,0.0,0.0,True
Mogadishu Power Supply,Mogadishu,ICE,Diesel,2010.0,2023.0,1.0,1.0,0.0,7.18,0.0,0.0,0.0,0.0,10906.0,3.5,5.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True
New Generic Thermal (37.8 MW),Rwanda,OCGT,Gas,2027.0,2057.0,10000.0,3.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.8,30.0,200.0,10000.0,0.0,,0.0,0.45,0.0,0.0,True
Symbion SPLK (_2),Rwanda,ICE,Gas,2024.0,2054.0,28.0,3.0,0.0,8.3,1.0,1.0,0.0,0.2,10000.0,10.0,5.0,1.68,30.0,28.0,28.0,0.0,,0.0,0.05,0.0,0.0,True
Symbion SPLK(_1),Rwanda,ICE,Gas,2023.0,2053.0,28.0,3.0,0.0,8.3,1.0,1.0,0.0,0.2,10000.0,10.0,5.0,1.68,30.0,28.0,28.0,0.0,,0.0,0.0,0.0,0.0,True
Hydro pumped storage (11.16 MW),Rwanda,Storage,Water,2043.0,2093.0,48.0,3.0,0.0,0.0,1.0,1.0,,0.4,50000.0,0.0,5.0,2.9,50.0,48.0,48.0,0.0,,0.0,0.0,0.0,0.0,True
Committed Utility-Scale Solar PV (6 MW),Rwanda,PV,Solar,2028.0,2053.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,6.0,6.0,0.0,,0.0,0.0,1.0,0.0,True
Base 1,Rwanda,ROR,Water,2025.0,2055.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.9,2.9,0.0,,0.0,0.05,0.0,0.0,True
Base 2,Rwanda,ROR,Water,2026.0,2055.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.9,2.9,0.0,,0.0,0.05,0.0,0.0,True
Bihongore,Rwanda,ROR,Water,2023.0,2055.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,4.22,4.22,0.0,,0.0,0.05,0.0,0.0,True
Kavumu MHPP,Rwanda,ROR,Water,2023.0,2055.0,0.4,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.38,0.38,0.0,,0.0,0.05,0.0,0.0,True
Kore,Rwanda,ROR,Water,2024.0,2055.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,1.3,1.3,0.0,,0.0,0.0,0.0,0.0,True
Ngororero,Rwanda,ROR,Water,2026.0,2055.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.7,2.7,0.0,,0.0,0.0,0.0,0.0,True
Ntaruka A,Rwanda,ROR,Water,2022.0,2055.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.1,2.1,0.0,,0.0,0.1,0.0,0.0,True
Nyirahindwe 1,Rwanda,ROR,Water,2023.0,2055.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.91,0.91,0.0,,0.0,0.0,0.0,0.0,True
Nyirahindwe 2,Rwanda,ROR,Water,2023.0,2055.0,0.4,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.36,0.36,0.0,,0.0,0.0,0.0,0.0,True
Nyundo,Rwanda,ROR,Water,2028.0,2055.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,4.5,4.5,0.0,,0.0,0.0,0.0,0.0,True
Rucanzogera,Rwanda,ROR,Water,2025.0,2055.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,1.9,1.9,0.0,,0.0,0.0,0.0,0.0,True
Rukore,Rwanda,ROR,Water,2023.0,2055.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,True
Rwondo,Rwanda,ROR,Water,2026.0,2055.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.3,2.3,0.0,,0.0,0.0,0.0,0.0,True
Hakan (Unit_2),Rwanda,ST,Peat,2027.0,2057.0,80.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,80.0,80.0,0.0,,0.0,0.05,0.0,0.0,True
Hakan Peat-to-Power (IPP),Rwanda,ST,Peat,2030.0,2060.0,35.0,2.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,35.0,35.0,0.0,,0.0,0.0,0.0,0.0,True
Kavumu-Mwange,Rwanda,ReservoirHydro,Water,2022.0,2055.0,0.3,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.33,0.33,0.0,,0.0,0.0,0.0,0.0,True
Nyabarongo II,Rwanda,ReservoirHydro,Water,2027.0,2055.0,43.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,43.0,43.0,0.0,,0.0,0.06,0.0,0.0,True
Rukarara VI,Rwanda,ReservoirHydro,Water,2024.0,2055.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,9.76,9.76,0.0,,0.0,0.0,0.0,0.0,True
Rusizi III,Rwanda,ReservoirHydro,Water,2029.0,2055.0,48.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,48.0,48.0,0.0,,,,0.0,,True
Rusizi IV,Rwanda,ReservoirHydro,Water,2035.0,2055.0,200.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,200.0,200.0,0.0,,,,0.0,,True
Shema,Rwanda,ICE,Methane,2024.0,2055.0,56.0,3.0,0.0,8.3,1.0,1.0,0.0,0.2,10000.0,10.0,5.0,1.68,30.0,56.0,56.0,0.0,,,,0.0,,True
Rusumo,Rwanda,ReservoirHydro,Water,2024.0,2055.0,27.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,27.0,27.0,0.0,,,,0.0,,True
Jabana 1,Rwanda,ICE,Diesel,2004.0,2034.0,8.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,1.68,30.0,0.0,0.0,0.0,,,,0.0,,True
Jabana 2,Rwanda,ICE,HFO,2009.0,2039.0,20.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,1.68,30.0,0.0,0.0,0.0,,,,0.0,,True
SO Energy,Rwanda,ICE,Diesel,2017.0,2047.0,30.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,1.68,30.0,0.0,0.0,0.0,,,,0.0,,True
GigaWatt,Rwanda,PV,Solar,2013.0,2038.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,0.0,0.0,0.0,,,,1.0,,True
Jali,Rwanda,PV,Solar,2007.0,2032.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,0.0,0.0,0.0,,,,1.0,,True
Nasho Solar,Rwanda,PV,Solar,2017.0,2042.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,0.0,0.0,0.0,,,,1.0,,True
Gishoma,Rwanda,ST,Peat,2016.0,2046.0,15.0,1.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Hakan,Rwanda,ST,Peat,2023.0,2053.0,70.0,1.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kivuwatt Phase I,Rwanda,OCGT,Gas,2016.0,2046.0,27.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.8,30.0,0.0,0.0,0.0,,,,0.0,,True
KP1,Rwanda,ST,Gas,2009.0,2039.0,4.0,1.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Agatobwe,Rwanda,ReservoirHydro,Water,2010.0,2055.0,0.4,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Cyimbili,Rwanda,ReservoirHydro,Water,2011.0,2055.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Gaseke,Rwanda,ReservoirHydro,Water,2017.0,2055.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Gashashi,Rwanda,ReservoirHydro,Water,2013.0,2055.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Giciye I,Rwanda,ReservoirHydro,Water,2013.0,2055.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Giciye II,Rwanda,ReservoirHydro,Water,2016.0,2055.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Giciye III,Rwanda,ReservoirHydro,Water,2020.0,2055.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Gihira,Rwanda,ReservoirHydro,Water,1984.0,2055.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Gisenyi,Rwanda,ReservoirHydro,Water,1957.0,2055.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Janja,Rwanda,ReservoirHydro,Water,2012.0,2055.0,0.2,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Keya,Rwanda,ReservoirHydro,Water,2011.0,2055.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Kigasa,Rwanda,ReservoirHydro,Water,2020.0,2055.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
Mazimeru,Rwanda,ReservoirHydro,Water,2012.0,2055.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.0,0.0,0.0,,,,0.0,,True
